holder_name,holder_ticker,held_name,held_ticker,cusip,shares_held,market_value_usd,ownership_pct,report_date,position_type,filing_type,manager_name,contact_email
Vanguard Group,VGI,Microsoft Corp,MSFT,594918104,10116850,7000677964.45,0.1842,2025-09-30,Unchanged,13F-NT,Mark Taylor,mark.taylor@vanguardgr.com
Millennium Management,MLNM,Netflix Inc,NFLX,64110L106,35618286,14879988073.65,1.7804,2024-06-30,New,13F-HR,Richard Davis,richard.davis@millennium.com
Vanguard Group,VGI,Tesla Inc,TSLA,88160R101,13819277,927729852.04,0.2123,2025-09-30,New,13F-HR,Steven Smith,steven.smith@vanguardgr.com
DE Shaw & Co,DSHW,Coca-Cola Co,KO,191216100,5444511,2316344441.09,0.1297,2024-06-30,Increased,13F-HR,Daniel Moore,daniel.moore@deshaw&co.com
Baupost Group,BPST,Intel Corp,INTC,458140100,35058918,6188090496.58,1.4100,2024-03-31,Increased,13F-HR,Lisa Jones,lisa.jones@baupostgro.com
Appaloosa Management,APLS,UnitedHealth Group,UNH,91324P102,37087376,14690131775.83,0.5743,2024-03-31,Unchanged,13F-HR,Daniel Jones,daniel.jones@appaloosam.com
Wellington Management,WMGI,Procter & Gamble,PG,742718109,13549792,5523197852.78,0.3492,2025-09-30,Decreased,13F-HR,Margaret Miller,margaret.miller@wellington.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,9718493,879996658.36,0.2036,2025-03-31,Decreased,13F-HR,Sarah Thomas,sarah.thomas@twosigmain.com
AQR Capital Management,AQRC,Home Depot,HD,437076102,37528457,23622062926.72,0.6520,2024-12-31,New,13F-NT,Michael White,michael.white@aqrcapital.com
Wellington Management,WMGI,NVIDIA Corp,NVDA,67066G104,27294952,4972364458.23,2.8346,2025-03-31,Increased,13F-HR,Elizabeth Davis,elizabeth.davis@wellington.com
JP Morgan Asset Mgmt,JPM,Procter & Gamble,PG,742718109,19786335,14471997046.16,0.9708,2025-03-31,Unchanged,13F-HR,Patricia Martin,patricia.martin@jpmorganas.com
Renaissance Technologies,RNTC,UnitedHealth Group,UNH,91324P102,33177822,11642929761.44,0.9153,2024-09-30,Increased,13F-HR,James Martinez,james.martinez@renaissanc.com
Two Sigma Investments,TWSM,Exxon Mobil,XOM,30231G102,34047710,7914044293.76,2.3465,2024-06-30,Unchanged,13F-HR,Karen Moore,karen.moore@twosigmain.com
JP Morgan Asset Mgmt,JPM,NVIDIA Corp,NVDA,67066G104,15335111,6156147749.93,2.2413,2025-03-31,Unchanged,13F-HR,Dorothy Williams,dorothy.williams@jpmorganas.com
JP Morgan Asset Mgmt,JPM,Coca-Cola Co,KO,191216100,10375230,4296622193.31,0.1930,2025-03-31,Increased,13F-HR,Richard Smith,richard.smith@jpmorganas.com
Baupost Group,BPST,Johnson & Johnson,JNJ,478160104,36566295,22395289793.47,0.6534,2024-03-31,Unchanged,13F-HR,James Hernandez,james.hernandez@baupostgro.com
T. Rowe Price,TROW,Cisco Systems,CSCO,17275R102,46908283,33061649524.70,0.8635,2024-09-30,New,13F-HR,Patricia Miller,patricia.miller@troweprice.com
BlackRock Inc,BLK,Cisco Systems,CSCO,17275R102,12813319,445533794.09,0.6936,2024-06-30,Increased,13F-HR,Richard Hernandez,richard.hernandez@blackrocki.com
Renaissance Technologies,RNTC,UnitedHealth Group,UNH,91324P102,31685651,16799447200.35,0.6908,2024-03-31,Increased,13F-HR,Daniel Davis,daniel.davis@renaissanc.com
Two Sigma Investments,TWSM,Adobe Inc,ADBE,00724F101,351476,225513910.28,0.0117,2025-09-30,New,13F-HR,Robert Lopez,robert.lopez@twosigmain.com
Baupost Group,BPST,JPMorgan Chase,JPM,46625H100,49798590,32975053414.46,0.7288,2025-03-31,Unchanged,13F-HR,Sarah Thomas,sarah.thomas@baupostgro.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,20601669,15471986282.56,0.3079,2025-03-31,Unchanged,13F-HR,Jennifer Thomas,jennifer.thomas@morganstan.com
T. Rowe Price,TROW,Intel Corp,INTC,458140100,6466874,1420918274.71,0.1735,2025-12-31,Decreased,13F-HR,Dorothy Miller,dorothy.miller@troweprice.com
Point72 Asset Mgmt,PT72,Microsoft Corp,MSFT,594918104,44733990,26734861770.58,1.9154,2024-12-31,Unchanged,13F-HR,Daniel Martin,daniel.martin@point72ass.com
Morgan Stanley IM,MS,Adobe Inc,ADBE,00724F101,17569219,3940289213.78,0.3497,2025-06-30,Unchanged,13F-HR,Margaret Miller,margaret.miller@morganstan.com
Appaloosa Management,APLS,Intel Corp,INTC,458140100,32189951,22736258816.90,1.4704,2025-09-30,Increased,13F-HR,Michael Jackson,michael.jackson@appaloosam.com
JP Morgan Asset Mgmt,JPM,NVIDIA Corp,NVDA,67066G104,16631164,5613412896.85,0.7804,2024-06-30,Increased,13F-HR,Nancy Johnson,nancy.johnson@jpmorganas.com
Vanguard Group,VGI,Berkshire Hathaway,BRK.B,084670702,28640473,17530274498.04,1.1754,2024-09-30,Increased,13F-NT,Lisa Williams,lisa.williams@vanguardgr.com
Vanguard Group,VGI,Pfizer Inc,PFE,717081103,22815084,4469080240.78,0.3445,2025-06-30,Decreased,13F-HR,Daniel Thompson,daniel.thompson@vanguardgr.com
State Street Corp,STT,Pfizer Inc,PFE,717081103,23096793,15393133049.56,0.3763,2025-03-31,Increased,13F-HR,Lisa Moore,lisa.moore@statestree.com
Two Sigma Investments,TWSM,Tesla Inc,TSLA,88160R101,24062198,6032790883.15,0.3176,2024-09-30,Unchanged,13F-HR,Michael Smith,michael.smith@twosigmain.com
BlackRock Inc,BLK,Berkshire Hathaway,BRK.B,084670702,28334043,8165207052.42,0.6036,2024-03-31,Decreased,13F-HR,Jennifer Williams,jennifer.williams@blackrocki.com
Citadel Advisors,CDLC,Tesla Inc,TSLA,88160R101,6623546,5022755669.48,0.1112,2024-12-31,Unchanged,13F-HR,William Smith,william.smith@citadeladv.com
Wellington Management,WMGI,Visa Inc,V,92826C839,43120527,16141602815.87,0.5492,2025-03-31,Increased,13F-HR,William Smith,william.smith@wellington.com
State Street Corp,STT,Intel Corp,INTC,458140100,31835178,5976775569.00,0.6321,2025-09-30,Increased,13F-HR,Susan Anderson,susan.anderson@statestree.com
Two Sigma Investments,TWSM,Chevron Corp,CVX,166764100,1426579,722465401.57,0.0215,2024-03-31,Unchanged,13F-HR,Robert Hernandez,robert.hernandez@twosigmain.com
Point72 Asset Mgmt,PT72,Meta Platforms,META,30303M102,37375674,24594285562.16,0.6366,2024-12-31,Increased,13F-HR,Robert Martinez,robert.martinez@point72ass.com
T. Rowe Price,TROW,Tesla Inc,TSLA,88160R101,25207624,19748482761.52,1.2142,2024-03-31,New,13F-HR,Jennifer Hernandez,jennifer.hernandez@troweprice.com
Renaissance Technologies,RNTC,Apple Inc,AAPL,037833100,30180468,14544524766.91,1.3908,2024-12-31,Decreased,13F-HR,Jennifer Miller,jennifer.miller@renaissanc.com
Citadel Advisors,CDLC,Procter & Gamble,PG,742718109,24452529,18816669222.56,2.0638,2024-06-30,Increased,13F-HR,Susan Garcia,susan.garcia@citadeladv.com
Baupost Group,BPST,Pfizer Inc,PFE,717081103,36344060,19230481713.42,7.2429,2024-06-30,New,13F-HR,Michael Garcia,michael.garcia@baupostgro.com
T. Rowe Price,TROW,Coca-Cola Co,KO,191216100,48180952,19762679187.28,2.5756,2025-09-30,New,13F-NT,Steven Jackson,steven.jackson@troweprice.com
Wellington Management,WMGI,JPMorgan Chase,JPM,46625H100,29064760,8232997441.05,0.4871,2025-12-31,Decreased,13F-NT,Steven Williams,steven.williams@wellington.com
Point72 Asset Mgmt,PT72,Home Depot,HD,437076102,32153098,14587282649.92,0.4592,2025-03-31,Increased,13F-HR,Mark Jones,mark.jones@point72ass.com
DE Shaw & Co,DSHW,Microsoft Corp,MSFT,594918104,18231165,8054527513.07,0.4357,2025-09-30,Unchanged,13F-NT,Susan Hernandez,susan.hernandez@deshaw&co.com
Appaloosa Management,APLS,Meta Platforms,META,30303M102,23084940,18368163151.57,0.6137,2025-06-30,New,13F-NT,Mark Jackson,mark.jackson@appaloosam.com
Capital Group,CGBL,Meta Platforms,META,30303M102,29585762,5843186078.97,0.7485,2025-09-30,Decreased,13F-HR,Sarah Miller,sarah.miller@capitalgro.com
Morgan Stanley IM,MS,Intel Corp,INTC,458140100,18091298,9988348845.98,2.2181,2025-12-31,Unchanged,13F-HR,Karen Miller,karen.miller@morganstan.com
Morgan Stanley IM,MS,Salesforce Inc,CRM,79466L302,6452683,3847314844.93,0.2192,2024-09-30,Unchanged,13F-HR,Karen White,karen.white@morganstan.com
Capital Group,CGBL,Meta Platforms,META,30303M102,34459592,12696840682.09,0.5709,2024-12-31,Unchanged,13F-HR,James Jones,james.jones@capitalgro.com
Two Sigma Investments,TWSM,Pfizer Inc,PFE,717081103,46852894,14220833055.55,0.6024,2025-03-31,Increased,13F-HR,Elizabeth Anderson,elizabeth.anderson@twosigmain.com
Citadel Advisors,CDLC,Exxon Mobil,XOM,30231G102,45650944,11143290671.10,2.8110,2025-12-31,Decreased,13F-NT,James Miller,james.miller@citadeladv.com
Morgan Stanley IM,MS,Pfizer Inc,PFE,717081103,45566786,11079549408.17,0.8052,2025-12-31,Unchanged,13F-HR,Sarah Hernandez,sarah.hernandez@morganstan.com
JP Morgan Asset Mgmt,JPM,Netflix Inc,NFLX,64110L106,46528520,34936195161.97,1.6711,2025-03-31,Increased,13F-HR,Robert Jones,robert.jones@jpmorganas.com
State Street Corp,STT,Alphabet Inc,GOOGL,02079K305,46936246,3776183684.59,0.8787,2025-09-30,Unchanged,13F-HR,James Garcia,james.garcia@statestree.com
Baupost Group,BPST,Home Depot,HD,437076102,36267058,24238442111.77,0.7349,2025-09-30,Unchanged,13F-HR,William Jones,william.jones@baupostgro.com
Bridgewater Associates,BWTR,Walt Disney Co,DIS,254687106,44376317,8860625402.67,1.1139,2024-06-30,Increased,13F-HR,David Martin,david.martin@bridgewate.com
Baupost Group,BPST,Bank of America,BAC,060505104,2047295,1097603817.23,0.0364,2024-06-30,Unchanged,13F-HR,Richard Hernandez,richard.hernandez@baupostgro.com
AQR Capital Management,AQRC,Tesla Inc,TSLA,88160R101,27098781,13759236422.87,0.4567,2025-03-31,New,13F-HR,William Smith,william.smith@aqrcapital.com
Wellington Management,WMGI,Amazon.com Inc,AMZN,023135106,8445909,6256509405.23,0.1093,2025-09-30,Increased,13F-NT,James Hernandez,james.hernandez@wellington.com
DE Shaw & Co,DSHW,Coca-Cola Co,KO,191216100,19319663,9647428562.93,1.1861,2024-12-31,Increased,13F-NT,Michael Rodriguez,michael.rodriguez@deshaw&co.com
DE Shaw & Co,DSHW,Microsoft Corp,MSFT,594918104,24517464,19537898582.35,0.6590,2024-09-30,Decreased,13F-HR,Michael Taylor,michael.taylor@deshaw&co.com
Capital Group,CGBL,Amazon.com Inc,AMZN,023135106,31583402,24570604123.63,0.5361,2025-03-31,Unchanged,13F-HR,Margaret Rodriguez,margaret.rodriguez@capitalgro.com
Citadel Advisors,CDLC,Home Depot,HD,437076102,13094832,5042346450.46,1.3379,2024-12-31,Increased,13F-HR,Robert Johnson,robert.johnson@citadeladv.com
Point72 Asset Mgmt,PT72,NVIDIA Corp,NVDA,67066G104,7305518,4493076686.81,0.5160,2024-12-31,Decreased,13F-NT,Nancy Martinez,nancy.martinez@point72ass.com
T. Rowe Price,TROW,NVIDIA Corp,NVDA,67066G104,48120622,21100250000.22,1.0021,2024-09-30,Increased,13F-HR,David Jackson,david.jackson@troweprice.com
Citadel Advisors,CDLC,Johnson & Johnson,JNJ,478160104,34053039,27070522424.74,0.9480,2024-03-31,Unchanged,13F-HR,Susan White,susan.white@citadeladv.com
BlackRock Inc,BLK,Home Depot,HD,437076102,30852605,3513812638.80,1.6318,2025-12-31,Increased,13F-HR,Daniel Smith,daniel.smith@blackrocki.com
AQR Capital Management,AQRC,Exxon Mobil,XOM,30231G102,43531672,6459743759.15,0.5984,2025-06-30,Unchanged,13F-HR,Susan Williams,susan.williams@aqrcapital.com
Goldman Sachs AM,GS,Home Depot,HD,437076102,30443796,10077187023.08,0.8378,2025-06-30,Decreased,13F-HR,William Hernandez,william.hernandez@goldmansac.com
AQR Capital Management,AQRC,JPMorgan Chase,JPM,46625H100,5439587,3115026394.10,0.1254,2099-13-45,New,13F-HR,Karen Anderson,karen.anderson@aqrcapital.com
Fidelity Investments,FNF,Cisco Systems,CSCO,17275R102,12032560,1587072939.45,0.1799,2024-03-31,Increased,13F-NT,Susan Moore,susan.moore@fidelityin.com
Millennium Management,MLNM,Procter & Gamble,PG,742718109,28629857,2950775362.22,1.8779,2025-03-31,Increased,13F-HR,Margaret Moore,margaret.moore@millennium.com
Wellington Management,WMGI,Alphabet Inc,GOOGL,02079K305,31874702,2671133426.50,0.9799,2025-06-30,Increased,13F-NT,Mark Miller,mark.miller@wellington.com
Citadel Advisors,CDLC,Apple Inc,AAPL,037833100,47799142,29085000205.68,1.5811,2024-03-31,New,13F-NT,Michael Lopez,michael.lopez@citadeladv.com
Wellington Management,WMGI,Bank of America,BAC,060505104,45752416,12381697894.23,2.7500,2027-04-23,New,13F-HR,Jennifer Smith,jennifer.smith@wellington.com
Two Sigma Investments,TWSM,Salesforce Inc,CRM,79466L302,6188351,3069774662.83,-0.2833,2025-06-30,Decreased,13F-HR,Karen Williams,karen.williams@twosigmain.com
Goldman Sachs AM,GS,Netflix Inc,NFLX,64110L106,6481572,234541396.31,0.0821,2025-06-30,Unchanged,13F-NT,,
Wellington Management,WMGI,Visa Inc,V,92826C839,12428189,933052744.44,0.6026,2025-06-30,Unchanged,13F-NT,Elizabeth White,elizabeth.white@wellington.com
State Street Corp,STT,Home Depot,HD,437076102,9350152,4805997865.52,0.6074,2025-12-31,Unchanged,13F-HR,Richard Hernandez,richard.hernandez@statestree.com
Two Sigma Investments,TWSM,Procter & Gamble,PG,742718109,11935237,8721276575.28,0.7121,2024-03-31,Unchanged,13F-HR,Jennifer Jackson,jennifer.jackson@twosigmain.com
Two Sigma Investments,TWSM,Johnson & Johnson,JNJ,478160104,49030459,26793758959.40,0.7927,00-00-0000,New,13F-HR,Lisa Davis,lisa.davis@twosigmain.com
Wellington Management,WMGI,Microsoft Corp,MSFT,594918104,3935176,1427250383.93,0.0599,2025-06-30,Unchanged,13F-HR,Patricia Thompson,patricia.thompson@wellington.com
DE Shaw & Co,DSHW,Alphabet Inc,GOOGL,02079K305,29138833,13132201296.28,3.0143,2024-12-31,Increased,13F-NT,Michael Miller,michael.miller@deshaw&co.com
Vanguard Group,VGI,Meta Platforms,META,30303M102,33071079,23789132361.43,0.4245,2025-09-30,New,13F-HR,Richard Johnson,richard.johnson@vanguardgr.com
Appaloosa Management,APLS,Exxon Mobil,XOM,30231G102,23550423,2583257324.17,1.1491,2025-12-31,Increased,13F-HR,Dorothy Smith,dorothy.smith@appaloosam.com
Appaloosa Management,APLS,Meta Platforms,META,30303M102,10361727,1518540368.17,0.1882,2025-09-30,Unchanged,13F-HR,Steven Johnson,steven.johnson@appaloosam.com
Baupost Group,BPST,Bank of America,BAC,060505104,14188360,583124921.95,0.2065,2024-12-31,New,13F-HR,Steven Miller,steven.miller@baupostgro.com
Appaloosa Management,APLS,Microsoft Corp,MSFT,594918104,48974720,2311394797.84,2.4088,2024-03-31,New,13F-HR,Susan Thompson,susan.thompson@appaloosam.com
Renaissance Technologies,RNTC,Netflix Inc,NFLX,64110L106,26857530,10091256135.37,0.5893,2024-09-30,Unchanged,13F-HR,Mark Jones,mark.jones@renaissanc.com
AQR Capital Management,AQRC,Amazon.com Inc,AMZN,023135106,9180852,5302799790.41,0.6848,2025-06-30,New,13F-NT,Jennifer Smith,jennifer.smith@aqrcapital.com
DE Shaw & Co,DSHW,Procter & Gamble,PG,742718109,31861849,2050571557.65,2.0485,2024-06-30,Decreased,13F-HR,Lisa Moore,lisa.moore@deshaw&co.com
Baupost Group,BPST,NVIDIA Corp,NVDA,67066G104,5757495,3772674269.53,0.1369,2024-09-30,Increased,13F-NT,David Martinez,david.martinez@baupostgro.com
T. Rowe Price,TROW,Amazon.com Inc,AMZN,023135106,40298691,21807716525.52,1.4294,2024-09-30,Unchanged,13F-HR,Elizabeth Martin,elizabeth.martin@troweprice.com
Bridgewater Associates,BWTR,NVIDIA Corp,NVDA,67066G104,49480850,24149998188.67,1.1846,2025-12-31,Decreased,13F-HR,Nancy Martin,nancy.martin@bridgewate.com
AQR Capital Management,AQRC,Johnson & Johnson,JNJ,478160104,8356677,4636262482.91,0.2186,2024-12-31,Decreased,13F-HR,Jennifer Jones,jennifer.jones@aqrcapital.com
State Street Corp,STT,Amazon.com Inc,AMZN,023135106,36182680,11482325410.19,3.8575,2025-09-30,Increased,13F-HR,Daniel Smith,daniel.smith@statestree.com
Morgan Stanley IM,MS,Alphabet Inc,GOOGL,02079K305,35066766,6936082476.79,0.7749,2025-03-31,New,13F-NT,William Thomas,william.thomas@morganstan.com
Millennium Management,MLNM,UnitedHealth Group,UNH,91324P102,19752398,1356599349.37,0.4241,2024-09-30,Decreased,13F-HR,James Thompson,james.thompson@millennium.com
Millennium Management,,Netflix Inc,NFLX,64110L106,4294668,1604636411.56,0.0765,2024-06-30,Unchanged,13F-NT,James Thomas,james.thomas@millennium.com
Two Sigma Investments,TWSM,Chevron Corp,CVX,166764100,44468787,6904218661.67,4.0526,2024-12-31,Decreased,13F-HR,Margaret Thomas,margaret.thomas@twosigmain.com
Millennium Management,MLNM,Visa Inc,V,92826C839,31697590,22999457882.67,1.7930,2024-09-30,Increased,13F-HR,Michael Martinez,michael.martinez@millennium.com
AQR Capital Management,AQRC,Intel Corp,INTC,458140100,2573128,793131738.06,0.0346,2024-06-30,Increased,13F-HR,Richard Garcia,richard.garcia@aqrcapital.com
Goldman Sachs AM,GS,Adobe Inc,ADBE,00724F101,42615246,5754355756.20,0.5533,2024-06-30,Decreased,13F-HR,James Hernandez,james.hernandez@goldmansac.com
State Street Corp,STT,Netflix Inc,NFLX,64110L106,18437711,485339491.19,1.3399,2024-03-31,New,13F-HR,Elizabeth Thompson,elizabeth.thompson@statestree.com
Bridgewater Associates,BWTR,Bank of America,BAC,060505104,11541028,3172423338.78,0.2618,2024-03-31,New,13F-HR,Daniel Garcia,daniel.garcia@bridgewate.com
Morgan Stanley IM,MS,Tesla Inc,TSLA,88160R101,9024785,5668158307.74,0.2196,2025-12-31,Increased,13F-HR,Sarah Hernandez,sarah.hernandez@morganstan.com
Vanguard Group,VGI,Berkshire Hathaway,BRK.B,084670702,14737683,2562433260.26,0.6540,2024-03-31,Increased,13F-HR,Steven Williams,steven.williams@vanguardgr.com
Fidelity Investments,FNF,Amazon.com Inc,AMZN,023135106,13904904,6644731808.49,0.2114,2024-12-31,Increased,13F-HR,Jennifer Garcia,jennifer.garcia@fidelityin.com
DE Shaw & Co,DSHW,Netflix Inc,NFLX,64110L106,4143654,173366015.51,0.1175,2026-09-11,Decreased,13F-NT,Dorothy Martin,dorothy.martin@deshaw&co.com
AQR Capital Management,AQRC,Pfizer Inc,PFE,717081103,1246717,683282408.87,0.1345,2024-12-31,Unchanged,13F-HR,Karen Thompson,karen.thompson@aqrcapital.com
Citadel Advisors,CDLC,Johnson & Johnson,JNJ,478160104,20440955,7350225623.04,2.0542,2025-12-31,Increased,13F-NT,Steven Johnson,steven.johnson@citadeladv.com
Goldman Sachs AM,GS,Pfizer Inc,PFE,717081103,30572461,10494424903.51,0.4076,2024-06-30,Unchanged,13F-HR,Jennifer Thomas,jennifer.thomas@goldmansac.com
T. Rowe Price,TROW,Adobe Inc,ADBE,00724F101,38925807,10413465373.80,0.5428,2025-12-31,Increased,13F-HR,Lisa Johnson,lisa.johnson@troweprice.com
Bridgewater Associates,BWTR,Johnson & Johnson,JNJ,478160104,37660288,3326417701.20,0.4754,2025-12-31,Unchanged,13F-HR,Steven Hernandez,steven.hernandez@bridgewate.com
Appaloosa Management,APLS,Home Depot,HD,437076102,20042708,2107828252.49,0.6399,2025-12-31,Decreased,13F-HR,Daniel Johnson,daniel.johnson@appaloosam.com
BlackRock Inc,BLK,Visa Inc,V,92826C839,17517434,3090053992.51,2.3199,2025-09-30,Increased,13F-HR,Jennifer Thompson,jennifer.thompson@blackrocki.com
T. Rowe Price,TROW,Visa Inc,V,92826C839,14468667,1660414608.86,0.4133,2025-06-30,Unchanged,13F-HR,Karen Miller,karen.miller@troweprice.com
Renaissance Technologies,RNTC,Pfizer Inc,PFE,717081103,46424406,5938761415.74,1.5009,2025-09-30,Unchanged,13F-NT,Jennifer Jackson,jennifer.jackson@renaissanc.com
Morgan Stanley IM,MS,Intel Corp,INTC,458140100,17887871,13141741360.76,0.3409,2025-06-30,Increased,13F-HR,Margaret Taylor,margaret.taylor@morganstan.com
Fidelity Investments,FNF,Cisco Systems,CSCO,17275R102,49243592,13096636932.99,1.0771,2024-09-30,Decreased,13F-HR,Dorothy Jones,dorothy.jones@fidelityin.com
DE Shaw & Co,DSHW,Netflix Inc,NFLX,64110L106,2412462,1356572455.10,0.1007,2025-12-31,Increased,13F-NT,Thomas Garcia,thomas.garcia@deshaw&co.com
State Street Corp,STT,Home Depot,HD,437076102,38750224,18983963601.37,0.6873,2025-06-30,Increased,13F-HR,James Jones,james.jones@statestree.com
Renaissance Technologies,RNTC,NVIDIA Corp,NVDA,67066G104,35548354,17554116511.70,1.3034,2025-03-31,Increased,13F-HR,David Johnson,david.johnson@renaissanc.com
Fidelity Investments,FNF,Adobe Inc,ADBE,00724F101,5165346,905567814.50,0.1996,2024-09-30,Increased,13F-HR,James Thomas,james.thomas@fidelityin.com
Goldman Sachs AM,GS,Berkshire Hathaway,BRK.B,084670702,11447565,6954818910.23,0.1501,2024-12-31,Unchanged,13F-HR,Michael Brown,michael.brown@goldmansac.com
T. Rowe Price,TROW,Coca-Cola Co,KO,191216100,48988244,34304983048.68,4.1341,2025-06-30,Unchanged,13F-HR,Jennifer Jones,jennifer.jones@troweprice.com
Citadel Advisors,CDLC,Adobe Inc,ADBE,00724F101,5794054,4599769829.04,0.0751,2024-09-30,Decreased,13F-NT,Thomas Smith,thomas.smith@citadeladv.com
Millennium Management,,Tesla Inc,TSLA,88160R101,31678963,13266225505.11,0.4889,2024-12-31,Increased,13F-NT,David Taylor,david.taylor@millennium.com
Two Sigma Investments,TWSM,Coca-Cola Co,KO,191216100,16612481,8915689102.23,1.6655,2025-06-30,Increased,13F-HR,Steven Anderson,steven.anderson@twosigmain.com
Wellington Management,WMGI,Apple Inc,AAPL,037833100,48275401,30756838240.59,0.6056,2025-09-30,Increased,13F-HR,Mark White,mark.white@wellington.com
Morgan Stanley IM,MS,Amazon.com Inc,AMZN,023135106,43993672,9001110816.40,3.7898,2024-09-30,New,13F-HR,Elizabeth Hernandez,elizabeth.hernandez@morganstan.com
Point72 Asset Mgmt,PT72,Meta Platforms,META,,22893579,14252318800.07,0.6628,2025-03-31,Decreased,13F-HR,Sarah Jackson,sarah.jackson@point72ass.com
Point72 Asset Mgmt,PT72,Home Depot,HD,437076102,40345948,21297788123.10,0.5860,2026-08-27,Increased,13F-HR,Patricia Lopez,patricia.lopez@point72ass.com
Citadel Advisors,CDLC,Exxon Mobil,XOM,30231G102,563963,286623588.46,0.0130,2024-09-30,New,13F-HR,William Miller,william.miller@citadeladv.com
Bridgewater Associates,BWTR,JPMorgan Chase,JPM,46625H100,40015216,19029034169.46,2.4362,2024-12-31,Increased,13F-NT,Margaret Taylor,margaret.taylor@bridgewate.com
Appaloosa Management,APLS,Exxon Mobil,XOM,30231G102,48145828,9401984177.31,2.1022,2024-12-31,Increased,13F-NT,James Martinez,james.martinez@appaloosam.com
Millennium Management,MLNM,Visa Inc,V,92826C839,40288969,13076734563.30,5.2424,2025-03-31,Decreased,13F-HR,Sarah Brown,sarah.brown@millennium.com
Two Sigma Investments,TWSM,Netflix Inc,NFLX,64110L106,27827564,4352691512.44,0.4105,2025-03-31,Increased,13F-HR,Susan Jones,susan.jones@twosigmain.com
