buyer_name,buyer_ticker,supplier_name,supplier_ticker,relationship_type,supply_concentration_pct,product_category,effective_date,contract_value_usd,supplier_address,contact_email
Apple Inc,AAPL,Luxshare Precision,002475.SZ,Direct Supplier,6.1,Connectors,2024-06-01,3575260.79,"79965 Troy Islands Apt. 735, Matthewview, OH 01831",melissa.rivas@luxshareprec.com
Broadcom Inc,AVGO,FedEx Corp,FDX,Logistics Partner,6.46,Freight,2024-12-05,9107023.3,"PSC 3451, Box 2982, APO AP 85120",kathy.solis@fedexcorp.com
General Motors,GM,ServiceNow Inc,NOW,Service Provider,2.97,IT Service Management,2023-06-22,7591507.23,"61471 Perkins Cove Apt. 250, Lake Vicki, CO 54937",carla.graves@servicenowin.com
Apple Inc,AAPL,IBM Corp,IBM,Service Provider,4.94,IT Infrastructure,2024-01-11,570981.48,,
Salesforce Inc,CRM,Snowflake Inc,SNOW,Service Provider,3.59,Data Warehousing,2025-05-23,5777138.01,,darren.evans@snowflakeinc.com
Texas Instruments,TXN,IBM Corp,IBM,Service Provider,5.58,Cloud,2025-09-12,6824508.19,"862 Glenn Wells Apt. 030, Williamsstad, VT 26598",lori.robertson@ibmcorp.com
Caterpillar Inc,CAT,Workday Inc,WDAY,Service Provider,19.31,Finance,2025-07-12,6309699.17,,
NVIDIA Corp,NVDA,Workday Inc,WDAY,Service Provider,6.93,Finance,2023-06-15,285174.29,,tyler.woods@workdayinc.com
Alphabet Inc,GOOGL,Accenture plc,ACN,Service Provider,3.67,IT Services,2024-09-11,8233290.45,"8058 John Path, West Shawnburgh, DE 29805",sierra.mason@accentureplc.com
Texas Instruments,TXN,Wayne Enterprises,WAYN,Contract Manufacturer,19.07,Wafer Fabrication,2025-04-23,3353347.3,"01372 Rebecca Village Suite 107, East Sandrachester, GU 95453",crystal.newman@tsmc.com
Walt Disney Co,DIS,Iron Mountain,IRM,Service Provider,4.83,Data Storage,2023-03-29,1286955.17,,
FactSet Research,FDS,DHL Express,DHL.DE,Logistics Partner,17.81,International Shipping,2025-11-15,6008561.77,"85951 Brittany Drives, South Elijahborough, AZ 27325",brandon.harrison@dhlexpress.com
Johnson & Johnson,JNJ,Thermo Fisher,TMO,Direct Supplier,12.07,Lab Equipment,2024-08-01,6328479.02,"PSC 4582, Box 0721, APO AA 24423",beverly.koch@thermofisher.com
Microsoft Corp,MSFT,Workday Inc,WDAY,Service Provider,2.39,HR Software,2025-11-23,6772439.56,"030 Dakota Lodge Suite 647, South Marymouth, OH 34876",debbie.woods@workdayinc.com
Salesforce Inc,CRM,Workday Inc,WDAY,Service Provider,9.73,Finance,2024-03-25,9035778.98,"Unit 1889 Box 5949, DPO AP 15531",kevin.garrison@workdayinc.com
Alphabet Inc,GOOGL,UPS Inc,UPS,Logistics Partner,11.97,Supply Chain,2025-12-26,2003016.69,"PSC 8524, Box 6088, APO AP 77247",daniel.reed@upsinc.com
Netflix Inc,NFLX,DHL Express,DHL.DE,Logistics Partner,7.69,International Shipping,2025-05-18,7305854.37,"39964 Henry Crest, South Matthew, IN 05785",william.maxwell@dhlexpress.com
NVIDIA Corp,NVDA,Accenture plc,ACN,Service Provider,11.69,Consulting,2024-03-04,7698519.56,"9478 Brian Via Apt. 463, Jenkinshaven, IA 63158",danielle.wagner@accentureplc.com
NVIDIA Corp,NVDA,Workday Inc,WDAY,Service Provider,11.26,HR Software,2025-02-16,5576436.86,"10133 Alec Bridge, Adrianbury, NM 55599",morgan.randall@workdayinc.com
Costco Wholesale,COST,UPS Inc,UPS,Logistics Partner,10.7,Shipping,2022-10-02,8164019.47,,
Microsoft Corp,MSFT,Datadog Inc,DDOG,Service Provider,15.15,Monitoring,2022-05-28,6856478.28,"800 Moran Overpass Apt. 380, Hansonberg, MO 83032",anne.gonzales@datadoginc.com
Goldman Sachs,GS,DHL Express,DHL.DE,Logistics Partner,19.64,International Shipping,2022-03-04,3723980.05,,
Meta Platforms Inc,META,Iron Mountain,IRM,Service Provider,12.26,Records Management,2023-03-10,5929799.41,"8881 Miles Port, Perezburgh, SD 76956",sarah.duncan@ironmountain.com
Eli Lilly,LLY,West Pharmaceutical,WST,Direct Supplier,9.03,Delivery Systems,2022-07-20,8935684.72,"2693 Jay Vista, Alvaradoview, MI 23023",matthew.anderson@westpharmace.com
NVIDIA Corp,NVDA,TSMC,TSM,Contract Manufacturer,26.57,Wafer Fabrication,2025-10-17,7419644.06,"18196 Anthony Forge, New Carolyn, OH 26563",danielle.johnson@tsmc.com
Goldman Sachs,GS,UPS Inc,UPS,Logistics Partner,,Shipping,2023-07-21,7705123.34,"PSC 6407, Box 2324, APO AA 23782",reginald.schaefer@upsinc.com
NVIDIA Corp,NVDA,Lam Research,LRCX,Direct Supplier,19.96,Etch Equipment,2023-02-13,7447629.14,,linda.deleon@lamresearch.com
Goldman Sachs,GS,UPS Inc,UPS,Logistics Partner,9.24,Supply Chain,2025-11-07,9954950.48,"4694 Weber Lodge, Annborough, CA 78179",angie.perez@upsinc.com
Amazon.com Inc,AMZN,SAP SE,SAP,Service Provider,3.13,Business Software,2024-04-30,1102547.04,,laurie.ward@sapse.com
Boeing Co,BA,Safran SA,SAF.PA,Direct Supplier,11.08,Engine Components,2025-04-03,2539666.63,"74051 Pena Gardens Apt. 641, New Christinaland, UT 26730",madison.espinoza@safransa.com
Nike Inc,NKE,Iron Mountain,IRM,Service Provider,17.62,Data Storage,2022-03-26,3332306.18,,brandon.taylor@ironmountain.com
Salesforce Inc,CRM,ServiceNow Inc,NOW,Service Provider,9.56,IT Service Management,2024-10-26,9461106.2,,
Apple Inc,AAPL,Foxconn,2317.TW,Contract Manufacturer,3.1,Device Assembly,2023-06-24,9720286.58,"299 Sullivan Village Apt. 443, Floydmouth, NH 58406",heidi.spencer@foxconn.com
Texas Instruments,TXN,Entegris Inc,ENTG,Direct Supplier,33.25,Filtration,2025-04-18,3026584.78,"1467 Jacobson Greens, Lake Amyburgh, MN 50497",anthony.jackson@entegrisinc.com
Chevron Corp,CVX,,,Service Provider,14.9,Finance,2025-07-24,2707703.19,"930 Phillips Cliff, North Kylie, KY 93952",michelle.salazar@workdayinc.com
Chevron Corp,CVX,ServiceNow Inc,NOW,Service Provider,14.25,IT Service Management,2025-06-10,6253231.22,,
Netflix Inc,NFLX,IBM Corp,IBM,Service Provider,12.1,IT Infrastructure,2023-06-07,106169.1,"6243 Patel Shoal, Port Lorraine, MI 94204",adam.clayton@ibmcorp.com
General Electric,GE,SAP SE,SAP,Service Provider,9.73,ERP,2022-12-06,8924257.52,"Unit 8710 Box 3653, DPO AA 64449",pamela.scott@sapse.com
Salesforce Inc,CRM,Datadog Inc,DDOG,Service Provider,,Observability,2023-12-25,5189216.96,"0033 Stephanie Dam, Marcusfurt, AK 67380",brian.vega@datadoginc.com
Boeing Co,BA,Deloitte,DLT,Service Provider,8.7,Audit,2023-08-21,1619463.97,,amanda.rogers@deloitte.com
Walt Disney Co,DIS,UPS Inc,UPS,Logistics Partner,14.43,Supply Chain,2024-01-16,8044089.55,"25369 Espinoza Lake, Amandafurt, NM 27617",vincent.pacheco@upsinc.com
Procter & Gamble,PG,Deloitte,DLT,Service Provider,5.65,Audit,2024-10-15,8073710.42,,
Lockheed Martin,LMT,Leidos Holdings,LDOS,Service Provider,14.73,Engineering,2024-09-16,1820090.85,"5115 Lawrence Dam Suite 687, West Moniquechester, KS 50033",randy.george@leidosholdin.com
Boeing Co,BA,UPS Inc,UPS,Logistics Partner,,Supply Chain,2022-05-12,6357578.51,"PSC 9843, Box 3611, APO AP 32524",john.williams@upsinc.com
Ford Motor Co,F,Lear Corp,LEA,Direct Supplier,,Electrical Systems,2023-03-29,2230329.58,"USNS Cox, FPO AP 48701",rodney.vega@learcorp.com
Procter & Gamble,PG,Iron Mountain,IRM,Service Provider,2.27,Records Management,2024-03-08,7785460.52,"PSC 6578, Box 1496, APO AE 47372",john.brown@ironmountain.com
Boeing Co,BA,Honeywell Intl,HON,Direct Supplier,11.86,Flight Controls,2024-05-30,9064072.56,"01542 Osborne Extensions Suite 573, Lake Curtishaven, WA 06591",marcia.willis@honeywellint.com
Boeing Co,BA,Hexcel Corp,HXL,Direct Supplier,8.11,Carbon Fiber Composites,2022-03-18,7789014.4,"8797 Bailey Fords, Elizabethstad, HI 31538",michelle.kelley@hexcelcorp.com
Apple Inc,AAPL,Iron Mountain,IRM,Service Provider,pending,Records Management,2023-02-27,5548537.94,,
FactSet Research,FDS,UPS Inc,UPS,Logistics Partner,19.87,Shipping,2024-04-09,2633720.16,,kathryn.vargas@upsinc.com
Broadcom Inc,AVGO,UPS Inc,UPS,Logistics Partner,,Shipping,2024-12-13,8613661.19,"14415 Donna Street Apt. 117, East Alexanderborough, NH 50971",tracy.ramirez@upsinc.com
Lockheed Martin,LMT,Iron Mountain,IRM,Service Provider,15.26,Data Storage,2023-03-18,4383598.5,"861 Mcintosh Unions Apt. 776, Lake Robertborough, RI 85718",william.powell@ironmountain.com
PepsiCo Inc,PEP,Deloitte,DLT,Service Provider,18.92,Consulting,2024-10-08,3071336.34,"2536 Brenda Drives, South Michael, AL 24439",jill.phillips@deloitte.com
Boeing Co,BA,Accenture plc,ACN,Service Provider,8.7,IT Services,2025-10-09,9232696.58,,
Microsoft Corp,MSFT,Akamai Technologies,AKAM,Service Provider,7.71,CDN,2022-06-14,8520858.33,"876 Jacob Lake, Garrettton, IL 35504",tara.powell@akamaitechno.com
Merck & Co,MRK,Charles River Labs,CRL,Service Provider,4.76,Preclinical Services,2023-01-08,5051006.84,"0745 Nathaniel Flat Apt. 445, North Lisaburgh, AL 17662",daniel.johnson@charlesriver.com
Intel Corp,INTC,ASML Holding,ASML,Direct Supplier,1.61,DUV Systems,2024-07-20,7997267.85,,
Broadcom Inc,AVGO,Applied Materials,AMAT,Direct Supplier,6.95,Deposition Equipment,2023-07-11,8126365.51,,jeffrey.singh@appliedmater.com
Nike Inc,NKE,DHL Express,DHL.DE,Logistics Partner,19.29,International Shipping,2022-03-15,6968039.61,"82160 Ortega Port, East Carl, MS 60965",jade.rangel@dhlexpress.com
Meta Platforms Inc,META,Accenture plc,ACN,Service Provider,17.12,Consulting,2025-09-05,8994636.96,,
Intel Corp,INTC,Deloitte,DLT,Service Provider,11.46,Audit,2024-11-10,4582181.13,,
Procter & Gamble,PG,,,Logistics Partner,18.46,International Shipping,2024-10-24,3095037.9,"79965 Gutierrez Loaf Apt. 897, West Cory, PA 49992",sharon.odom@dhlexpress.com
Goldman Sachs,GS,Kyndryl Holdings,KD,Service Provider,15.1,IT Infrastructure,2024-06-07,8147685.52,"617 Chambers Lane, Branditown, DC 90466",peter.gates@kyndrylholdi.com
Texas Instruments,TXN,ASML Holding,ASML,Direct Supplier,30.5,EUV Lithography Equipment,2024-02-18,9543688.95,"95590 Meza Port, New Stacy, MP 65018",michael.combs@asmlholding.com
Texas Instruments,TXN,Applied Materials,AMAT,Direct Supplier,16.47,Deposition Equipment,2023-03-08,4333849.64,"71473 Bradley Gardens Apt. 927, Johnland, HI 54734",daniel.pierce@appliedmater.com
Starbucks Corp,SBUX,Workday Inc,WDAY,Service Provider,13.41,HR Software,2023-10-26,1527546.64,"38940 Kim Street, Erikamouth, MS 14231",jason.cannon@workdayinc.com
Procter & Gamble,PG,Deloitte,DLT,Service Provider,9.85,Consulting,2025-08-08,5374401.77,"8359 Robert Mountain, Hillbury, FL 30035",jose.wilson@deloitte.com
Meta Platforms Inc,META,FedEx Corp,FDX,Logistics Partner,7.95,Freight,2023-06-17,1599389.51,"608 Harris Spring Suite 685, Andrewhaven, RI 51343",ricky.wallace@fedexcorp.com
JPMorgan Chase,JPM,Kyndryl Holdings,KD,Service Provider,17.11,Managed Services,2023-09-18,167562.26,"24478 Alan Mission Suite 016, East Tyler, AK 25348",sierra.rojas@kyndrylholdi.com
Amazon.com Inc,AMZN,UPS Inc,UPS,Logistics Partner,8.91,Supply Chain,2025-11-04,3160907.11,"381 Sanchez Ports Suite 884, East Kelseyland, VI 92153",robert.hernandez@upsinc.com
General Motors,GM,Aptiv PLC,APTV,Direct Supplier,33.0,Connectors,2022-08-20,370562.28,"08573 Sarah Pine Apt. 476, Port Timberg, DC 90195",roberto.richardson@aptivplc.com
Cisco Systems,CSCO,Iron Mountain,IRM,Service Provider,15.84,Data Storage,2023-07-24,1997370.95,"529 Moss Track Apt. 712, East Rebecca, MS 98600",sarah.george@ironmountain.com
Johnson & Johnson,JNJ,SAP SE,SAP,Service Provider,5.15,Business Software,2025-06-20,5328464.01,"0450 Melanie Fall Apt. 282, Lake Terry, AZ 08520",kevin.key@sapse.com
Broadcom Inc,AVGO,DHL Express,DHL.DE,Logistics Partner,17.95,International Shipping,2025-01-04,8964489.58,"62905 Christine Pass Suite 683, South Brianburgh, VT 58111",julie.cox@dhlexpress.com
Cisco Systems,CSCO,Deloitte,DLT,Service Provider,8.8,Audit,2024-09-25,118759.0,"9434 Tracey Meadows Suite 715, Owenburgh, FL 95649",brandi.johnson@deloitte.com
Johnson & Johnson,JNJ,FedEx Corp,FDX,Logistics Partner,15.74,Freight,2022-10-21,7706339.9,"29295 Christopher Flat, Ramirezhaven, ID 07931",stephanie.wiggins@fedexcorp.com
PepsiCo Inc,PEP,Deloitte,DLT,Service Provider,7.2,Consulting,2023-07-13,4197447.26,,
Chevron Corp,CVX,FedEx Corp,FDX,Logistics Partner,6.67,Express Delivery,2023-02-23,1483393.03,"347 Lawson Mall Apt. 548, Nicholasmouth, NJ 46368",richard.rivas@fedexcorp.com
Goldman Sachs,GS,,,Service Provider,12.7,ERP,2022-08-31,3636910.43,"667 Robles Corner Suite 390, East Ryan, PW 21934",barbara.walsh@sapse.com
Meta Platforms Inc,META,Iron Mountain,IRM,Service Provider,14.77,Data Storage,2024-03-31,6158957.63,"07624 Perez Oval Suite 662, Costaton, MI 14396",cody.myers@ironmountain.com
Lockheed Martin,LMT,Raytheon Technologies,RTX,Direct Supplier,11.97,Missiles,2023-11-11,8005376.57,"659 Danielle Freeway, East Peggy, MD 86132",jason.jenkins@raytheontech.com
Merck & Co,MRK,FedEx Corp,FDX,Logistics Partner,2.48,Express Delivery,2024-01-20,7650374.8,"Unit 3520 Box 9042, DPO AE 61519",jennifer.chen@fedexcorp.com
Caterpillar Inc,CAT,Illinois Tool Works,ITW,Direct Supplier,10.64,Welding Equipment,2023-07-10,5555180.58,"37880 Gabrielle Cliff, New Johnchester, NM 95510",henry.smith@illinoistool.com
Walt Disney Co,DIS,Deloitte,DLT,Service Provider,11.67,Consulting,2023-12-09,876765.38,"93808 Justin Station, East Maryburgh, DE 50365",tammy.escobar@deloitte.com
Amazon.com Inc,AMZN,Deloitte,DLT,Service Provider,1.92,Audit,2022-08-26,4196916.87,"PSC 4809, Box 4047, APO AA 06257",brenda.murphy@deloitte.com
Costco Wholesale,COST,UPS Inc,UPS,Logistics Partner,18.83,Shipping,2024-09-14,7906078.07,"9709 Frey Lakes, Jamesview, NC 03573",james.walters@upsinc.com
Eli Lilly,LLY,UPS Inc,UPS,Logistics Partner,8.22,Shipping,2023-09-12,9778889.72,"50875 Williams Meadows Apt. 448, New Juliaside, ND 86911",jonathan.collier@upsinc.com
Intel Corp,INTC,Lam Research,LRCX,Direct Supplier,4.21,Deposition Systems,2023-03-01,9118611.86,,
Tesla Inc,TSLA,UPS Inc,UPS,Logistics Partner,18.86,Shipping,2023-04-27,964001.09,"2725 Nichols Flat, Mckaymouth, PW 37252",alex.reid@upsinc.com
Intel Corp,INTC,TSMC,TSM,Contract Manufacturer,12.15,Wafer Fabrication,2025-04-28,1226743.01,,
Meta Platforms Inc,META,,,Service Provider,6.36,Consulting,2025-06-13,1097020.69,"93516 Derrick Rest Suite 775, Lake Samantha, MT 73985",erika.richards@deloitte.com
Eli Lilly,LLY,DHL Express,DHL.DE,Logistics Partner,13.06,International Shipping,2024-01-25,6979731.35,"91935 Christian Shores Suite 555, Lake Shawn, AZ 55273",kelly.blevins@dhlexpress.com
Procter & Gamble,PG,SAP SE,SAP,Service Provider,16.03,ERP,2022-11-12,2663636.38,"79726 Johnston Pine, Lake Eugeneborough, DE 96885",todd.dixon@sapse.com
Netflix Inc,NFLX,,,Service Provider,4.48,IT Service Management,2025-09-24,3336763.17,"627 Massey Lock, Morrowland, MI 77197",adam.gonzalez@servicenowin.com
NVIDIA Corp,NVDA,FedEx Corp,FDX,Logistics Partner,11.28,Express Delivery,2023-11-14,9028017.76,"885 Love Tunnel Apt. 273, South Andrewstad, AR 20650",bradley.myers@fedexcorp.com
Tesla Inc,TSLA,Denso Corp,6902.T,Tier 2 Supplier,7.59,Thermal Management,2022-03-02,8269124.6,,
Merck & Co,MRK,Workday Inc,WDAY,Service Provider,12.52,Finance,2023-04-06,7498654.64,"6280 Gonzalez Fork Suite 006, Melissamouth, WI 43239",ashley.salinas@workdayinc.com
Eli Lilly,LLY,Danaher Corp,DHR,Direct Supplier,16.84,Bioprocessing,2022-04-24,8322338.52,"752 Patton Freeway, Whitehaven, VI 04838",daniel.thompson@danahercorp.com
Merck & Co,MRK,SAP SE,SAP,Service Provider,7.52,ERP,2022-04-29,2419793.57,"531 James Shoal Suite 358, Bethside, CO 15242",richard.levy@sapse.com
General Electric,GE,Deloitte,DLT,Service Provider,3.67,Consulting,2023-07-27,1811747.78,"USCGC Brown, FPO AA 25101",brian.sanchez@deloitte.com
Alphabet Inc,GOOGL,SAP SE,SAP,Service Provider,2.72,ERP,2025-05-09,9151238.17,"3779 Taylor Spring Apt. 896, Kellyshire, RI 65180",martin.mccoy@sapse.com
Eli Lilly,LLY,UPS Inc,UPS,Logistics Partner,18.13,Shipping,2022-04-26,3943553.05,"922 Garcia Tunnel Apt. 613, Bradleychester, DC 09028",greg.thomas@upsinc.com
Netflix Inc,NFLX,SAP SE,SAP,Service Provider,5.23,Business Software,2024-06-03,5393582.46,,
Adobe Inc,ADBE,Deloitte,DLT,Service Provider,9.7,Audit,2024-03-20,9084258.27,,
Home Depot,HD,UPS Inc,UPS,Logistics Partner,4.67,Supply Chain,2022-12-23,7466959.93,,
Apple Inc,AAPL,LG Display,034220.KS,Direct Supplier,8.83,Display Panels,2025-02-15,5513532.96,"3319 White Estate, Piercestad, WV 29042",david.lawson@lgdisplay.com
Walt Disney Co,DIS,Accenture plc,ACN,Service Provider,15.91,IT Services,2024-03-16,7320754.17,,
JPMorgan Chase,JPM,FIS Global,FIS,Service Provider,unknown,Payments,2025-12-20,704499.3,"0024 Tiffany Mission, East Richardview, HI 32436",anthony.miranda@fisglobal.com
FactSet Research,FDS,ServiceNow Inc,NOW,Service Provider,9.31,IT Service Management,2024-07-18,6384741.12,,
Microsoft Corp,MSFT,Akamai Technologies,AKAM,Service Provider,7.83,CDN,2024-04-15,5704535.53,"0165 Moore Parks Suite 402, West Lydiafort, DC 27538",brooke.welch@akamaitechno.com
Qualcomm Inc,QCOM,ASE Technology,ASX,Contract Manufacturer,29.71,Testing,2024-08-25,2475122.52,"635 Robert Stravenue, Josephland, OK 49365",michael.mora@asetechnolog.com
Johnson & Johnson,JNJ,Accenture plc,ACN,Service Provider,11.46,Consulting,2024-07-21,2162052.01,,
FactSet Research,FDS,Iron Mountain,IRM,Service Provider,12.22,Data Storage,2024-11-22,4868578.5,,andre.chang@ironmountain.com
Coca-Cola Co,KO,Iron Mountain,IRM,Service Provider,1.47,Records Management,2023-04-20,8203057.61,,
Oracle Corp,ORCL,SAP SE,SAP,Service Provider,2.9,Business Software,2024-10-28,5849648.14,"925 Lisa Lodge Apt. 109, Port Charles, VI 77935",samuel.moody@sapse.com
Starbucks Corp,SBUX,FedEx Corp,FDX,Logistics Partner,6.52,Express Delivery,2022-05-18,2544341.77,"131 Jennifer Wells Suite 425, Randyfurt, CT 97007",ann.sherman@fedexcorp.com
Qualcomm Inc,QCOM,SK Hynix,000660.KS,Direct Supplier,18.23,NAND Flash,2024-12-10,7867479.64,"79117 Chloe Way Apt. 335, East Jessicastad, IL 11290",shannon.martinez@skhynix.com
Oracle Corp,ORCL,Palo Alto Networks,PANW,Service Provider,5.56,Network Security,2024-02-02,6626041.72,"367 Henry Hill, Lopezland, IA 73129",kerry.taylor@paloaltonetw.com
Goldman Sachs,GS,SS&C Technologies,SSNC,Service Provider,4.13,Fund Administration,2022-08-18,6985967.0,"Unit 4434 Box 4149, DPO AE 52342",diane.wright@ss&ctechnolo.com
PepsiCo Inc,PEP,,,Logistics Partner,unknown,Supply Chain,2024-04-14,1839029.7,,
Apple Inc,AAPL,Workday Inc,WDAY,Service Provider,5.55,Finance,2025-08-16,1029257.82,"8377 Mcguire Course Suite 363, Elizabethstad, NJ 73045",zachary.lee@workdayinc.com
Starbucks Corp,SBUX,UPS Inc,UPS,Logistics Partner,11.36,Shipping,2024-04-02,6843800.18,,teresa.crawford@upsinc.com
Procter & Gamble,PG,IBM Corp,IBM,Service Provider,7.13,Cloud,2025-05-20,8367661.34,,
Texas Instruments,TXN,SK Hynix,000660.KS,Direct Supplier,30.87,NAND Flash,2022-11-13,794541.07,"83806 Castillo Tunnel Suite 598, Paulburgh, AK 42296",timothy.miller@skhynix.com
Nike Inc,NKE,SAP SE,SAP,Service Provider,18.61,Business Software,2024-06-04,5470232.12,,
Ford Motor Co,F,Accenture plc,ACN,Service Provider,2.2,Consulting,2023-12-09,4551485.96,"26876 Parker Shores, Crawfordport, OK 59198",lauren.mitchell@accentureplc.com
AMD Inc,AMD,IBM Corp,IBM,Service Provider,13.8,IT Infrastructure,2023-11-28,423532.77,"50697 Brian Prairie Apt. 872, North Devontown, IL 67557",christopher.gallegos@ibmcorp.com
General Motors,GM,Denso Corp,6902.T,Tier 2 Supplier,14.52,Engine Components,2023-06-25,1693170.15,"785 Murphy Squares Suite 530, West Julie, MT 38232",anthony.cohen@densocorp.com
FactSet Research,FDS,IBM Corp,IBM,Service Provider,6.74,IT Infrastructure,2024-01-04,125519.81,,
Netflix Inc,NFLX,FedEx Corp,FDX,Logistics Partner,18.76,Freight,2025-02-01,5856656.89,"5272 Davis Port, North Baileybury, CT 06074",andrew.robinson@fedexcorp.com
Netflix Inc,NFLX,DHL Express,DHL.DE,Logistics Partner,14.6,International Shipping,2025-05-28,6488538.93,"45183 Castillo Port Apt. 305, Hessside, GA 34589",michael.dickerson@dhlexpress.com
JPMorgan Chase,JPM,,,Logistics Partner,3.69,International Shipping,2025-05-20,2357454.9,,
Cisco Systems,CSCO,FedEx Corp,FDX,Logistics Partner,18.59,Express Delivery,2025-09-04,5846416.57,"3719 Williams Rue Apt. 489, Gainesbury, CA 14725",michael.munoz@fedexcorp.com
Lockheed Martin,LMT,Globex Industries,GLBX,Service Provider,3.5,Cloud,2024-06-19,8951643.07,"84983 Jack Centers, Benjaminton, TN 76272",donna.chavez@ibmcorp.com
Costco Wholesale,COST,Workday Inc,WDAY,Service Provider,,Finance,2024-06-05,6018226.75,"370 Mcdowell Estate, Mistymouth, VA 29020",jacob.navarro@workdayinc.com
Johnson & Johnson,JNJ,Iron Mountain,IRM,Service Provider,14.62,Records Management,2024-01-15,7173339.33,"59329 Cohen Land Apt. 968, Port Robin, NH 48874",chelsea.gordon@ironmountain.com
Lockheed Martin,LMT,Leidos Holdings,LDOS,Service Provider,-18.49,IT Services,2025-01-30,5233216.22,"96463 Bradley Bridge, East Robert, ID 55235",cynthia.thomas@leidosholdin.com
AMD Inc,AMD,FedEx Corp,FDX,Logistics Partner,5.64,Express Delivery,2024-02-12,3371827.0,"667 Mcdaniel Road, Erichaven, PW 44052",corey.smith@fedexcorp.com
NVIDIA Corp,NVDA,Micron Technology,MU,Direct Supplier,7.49,NAND Storage,2024-10-31,1754054.87,"PSC 6298, Box 0568, APO AE 01066",cindy.green@microntechno.com
